dataset_version,file_name,source,manifest_row_index,audio_path_resolved,duration_sec,duration_bin,transcript_raw,transcript_len_chars,transcript_len_words,timestamp_ms,recording_device,audio_sha256,transcript_sha256,pair_sha256,split,duplicate_audio_flag
v1,euphonia_3de53f2f5b7904ad85bbb38ef691331e.wav,euphonia,995.0,/Users/skinner/Downloads/takeout-E407/euphonia_3de53f2f5b7904ad85bbb38ef691331e.wav,2.508,"(1.0, 3]",What is your name?,18.0,4.0,1566451246065.0,macbook_pro,eae63d5cdda0e913b70f9feb3e89467826c5c992538d9ae51559de500bb765e7,b7bc3f438183072baf3ebb11d3d63d781661d4ed7f1f4d79916f89f51f5617f7,1fb4b5e6dc1033cc42961db6737a30fb4e396073c513e40cc43fbcd7fddfc9d8,train,False
v1,euphonia_3de5603085d7d108c876eff76604cf77.wav,euphonia,1539.0,/Users/skinner/Downloads/takeout-E407/euphonia_3de5603085d7d108c876eff76604cf77.wav,3.065,"(3.0, 10]",stop the music,14.0,3.0,1566772406888.0,macbook_pro,2312d2f43fee27b015f09c081c9de2b658fe27103eceab027a08e8a9dfa45002,d19ba245e56c47df0d2638b9ba8226e0d99c682b7b3a81d81ef8a6fd52d7a046,b887652f8a54008d193d45b2bfbd768a8f264cf2e5b1bea19642c178744cf87b,train,False
v1,euphonia_3e0dddca1d27da69e9af4b687cedea1d.wav,euphonia,240.0,/Users/skinner/Downloads/takeout-E407/euphonia_3e0dddca1d27da69e9af4b687cedea1d.wav,3.437,"(3.0, 10]",turn up lamp,12.0,3.0,1565722296836.0,macbook_pro,0fbaa2e6be5f9cc57c51c4c331b7e3bdfe25ae5ec8e04e347959fa204682c244,9e68a7ec72b4b8a971038d71d3c930362b3aa0e05701de270c5480ae2914ff4f,0e8ceec287b0ae12a58b25bdaa9f94083abd8eb66d4f9791520af36ba3860a61,train,False
v1,euphonia_3e71ba448e9a7b91040161520b8de6d9.wav,euphonia,252.0,/Users/skinner/Downloads/takeout-E407/euphonia_3e71ba448e9a7b91040161520b8de6d9.wav,2.136,"(1.0, 3]",take me home,12.0,3.0,1565722418660.0,macbook_pro,33c59822f2156f3fe0f223a4a2e48022c30149deca7183c013ace2f44f829c3d,d2ecdfb6bbec3a09310b3397ec97cf538c0c1af8119c23ab786e408cf4ebbf42,84d6db27c0f3b03b2bd046cd152fdae7e181c345df857856ea9b601a2a5efb52,train,False
v1,euphonia_3e998d7f28895b88b5467950004c56eb.wav,euphonia,683.0,/Users/skinner/Downloads/takeout-E407/euphonia_3e998d7f28895b88b5467950004c56eb.wav,4.644,"(3.0, 10]",play Chris Stapleton,20.0,3.0,1566167810213.0,macbook_pro,e5a35c54e5612054302a2db56242884cf1f19bed47bb0d6fad3dfb7b212ade59,b9405fa7fea2a1ed8a1440aa70408f1c62a3079f76e6cb7375a882709f42f698,a0ffa96503ac4eed802d79734270603975f9859b37abbb2f9d1aa83cd16ef194,train,False
v1,euphonia_3eb57dadb668653d3f0a887a3a9e3e05.wav,euphonia,2261.0,/Users/skinner/Downloads/takeout-E407/euphonia_3eb57dadb668653d3f0a887a3a9e3e05.wav,3.994,"(3.0, 10]",Okay delete recordings.,23.0,3.0,1572378007700.0,macbook_pro,1aecd36de5d6b586b09408b92e30bd0b49daf8ece48a6b7582977826ea96783e,049a39912059bfbb7f2e1da1e9469e0f5fa70392fcd9337f71c1d534f4e72185,631ad50dbc33ba43c8f75e0447f981bfe3d917b31a751cecb4a5dad9ca4c6ffe,train,False
v1,euphonia_3ec71719274ea0b4d262c199a1d99930.wav,euphonia,933.0,/Users/skinner/Downloads/takeout-E407/euphonia_3ec71719274ea0b4d262c199a1d99930.wav,3.437,"(3.0, 10]",turn off the bedroom lights,27.0,5.0,1566354066841.0,macbook_pro,e99ec032759e4c157248ae6f0cfd3e471424ee85cf6be966fadab949f86a2e2e,4f3579d863b89f049a8094ddd3dd8d8397f598c1190fc114c132e1540e901fc0,a567f0389aa8074759960f424e8544b40edc9398e50d21f9bd8c650301a320c0,train,False
v1,euphonia_3eefbc46a22b68fccbc0484a9ef39536.wav,euphonia,750.0,/Users/skinner/Downloads/takeout-E407/euphonia_3eefbc46a22b68fccbc0484a9ef39536.wav,5.201,"(3.0, 10]",I think she is kind of arrogant.,32.0,7.0,1566168369260.0,macbook_pro,63b36758a7080647c04ed65b686f5a3f9d253ca76c4fafd8f742762b8954e5e1,13858cd71564e657b144d5e819cf7876866e770db8baea93887eeadff1040cbe,c4b5f690b179ca8f3210147913f830aa8b32c11d54b8315b2f06aefd7a7bbcd0,train,False
v1,euphonia_3f09dc817fa9baf8ad2ab86544d939d8.wav,euphonia,196.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f09dc817fa9baf8ad2ab86544d939d8.wav,8.545,"(3.0, 10]",turn down thermostat to 70 degrees,34.0,6.0,1565721928308.0,macbook_pro,bbaf38e94c9cc2f226ca016972058e02a66e5e7e5418e6c4277f62da88422a96,2ccd59e0a940e1788710503bf3cce6560b846fcb3f6f54a21ad73c6bc6dc1de6,76fe6a4cfcaec3ee0b9b404052509aa3975844f55629d1c0e4ba893a0d0e8018,train,False
v1,euphonia_3f0f77754c0f08acbfb3aad2ee5e12c7.wav,euphonia,1887.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f0f77754c0f08acbfb3aad2ee5e12c7.wav,6.316,"(3.0, 10]",I don't mind talking to strangers.,34.0,6.0,1575061186523.0,macbook_pro,f728deebac6fd4ff18a6970b74689ad12e780b202efa9b9de0f0605fe314b09f,55b4dcc137bce77022923d12063ce94be1377d55b7c598461c86fdd52097a8e3,b49f89aa4c715e08f013f0c92990cbd7591e8df7e8aa8e34c45a5111ebe97844,train,False
v1,euphonia_3f263314f7f1990ebce5d85a9b66592a.wav,euphonia,2757.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f263314f7f1990ebce5d85a9b66592a.wav,3.529,"(3.0, 10]",The marriage is off.,20.0,4.0,1572901529848.0,macbook_pro,ee4c3ecae0fdb30c8a09c6103a6f0790ff30b0ad4d218d25e139d70a16ca42af,d148567045f1318d3d1dcd14ee074e102d916871b65e1b55969eeaa1e9699575,b6b69ce7c8c7a6489ba1260d0880eac771efe396909e3c11289015eccbd3934c,train,False
v1,euphonia_3f3c6a1ddd40c1c670d97915193c71f3.wav,euphonia,3171.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f3c6a1ddd40c1c670d97915193c71f3.wav,4.18,"(3.0, 10]",It will work in a pinch.,24.0,6.0,1573500822458.0,macbook_pro,a932f5106d8a9378dedf788c7e8226d842ed78eb3617f52f579885dad38adb5b,8e3eacef529968e0706ed088e04adc792ffa0b19365f8a3bc697a33fbf96f19f,2758022533cb88f6f5ed33305e2e75ee4b5a1fb259e07ef118b53e23e3445f8b,train,False
v1,euphonia_3f5eec0a62ed0b7932c0eea017f0ed76.wav,euphonia,2380.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f5eec0a62ed0b7932c0eea017f0ed76.wav,6.78,"(3.0, 10]",Use the left lane to keep left at the fork.,43.0,10.0,1572464807840.0,macbook_pro,0b07be22c653af6b733ebd94599048652d68b1059e06ec1c581f94fbc109049b,32221a74b81ffdf18b78435e590c46d8a1cbf37d8d2e4946e76697cfca92900a,8a50f81da0453208e294f6b9b0ce7d2ed604fde24eab68fadb94bf1616055bbe,train,False
v1,euphonia_3f604bc25f16042635b6c69a05f88a37.wav,euphonia,1818.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f604bc25f16042635b6c69a05f88a37.wav,12.725,"(10.0, 30]",Oh yes I live in this little box and I'd rather live in a little box.,69.0,16.0,1575059962172.0,macbook_pro,d4d2183b0cee37ff807d7d428783dee1281131aab329f0dccc8868228e44ce5e,9c8586c2d29fcef52964f00ef477f058801ff8231a464e8e6a9881309454d325,06bda47536a638076868d905aa6a07793fe6ced78f4f257dab4d89e5d02ad0cb,train,False
v1,euphonia_3f8ae2e8619a5b0470c43582831327f2.wav,euphonia,3398.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f8ae2e8619a5b0470c43582831327f2.wav,5.851,"(3.0, 10]",The clay oozed excess water.,28.0,5.0,1573762831359.0,macbook_pro,ffdcc70266433632782422b1f073fcf4c79f0f41b7f32e29028bbc501c8f0685,af1dd54d44ef2a23e5f8962caa6827aa4514314205d2f3cef79434c9326bdd86,522e393aca83345161d8663619e67d28bcffa3376a266f7fdca45415afadbaf1,train,False
v1,euphonia_3f903780e80fc14746bb9b3f0980b292.wav,euphonia,2961.0,/Users/skinner/Downloads/takeout-E407/euphonia_3f903780e80fc14746bb9b3f0980b292.wav,5.759,"(3.0, 10]",Turn left onto 12th Street.,27.0,5.0,1573074266514.0,macbook_pro,29c1953fe951f48327792617912a9e70b02642801d0036c3b781caf3e164fef0,d5012f8586a415a43e018e0e6d129a095317a742f35095469fc243e7fd4d7c0f,236ea71c41cfbe1218c28e6faea166056887e362caf25692ac2c398ddb12e8f5,train,False
v1,euphonia_3fbb24587b467d53d1abce18fef2ee83.wav,euphonia,3556.0,/Users/skinner/Downloads/takeout-E407/euphonia_3fbb24587b467d53d1abce18fef2ee83.wav,7.43,"(3.0, 10]",Kia Optima 2017,15.0,3.0,1573852820024.0,macbook_pro,041977cf87bbba098e248789d6b474c0221209a9d9e7fa775d4005047cbf8d78,fb594ab282bc79565c0e4bc11c5d445e2cad91c9bd6859956aa246c19d5e7de6,1b2e151d253f73cb72152473983d8386f45d225c8a5e45fa806662187bef535a,train,False
v1,euphonia_3fe84529b5529f8895a095384a9512b6.wav,euphonia,987.0,/Users/skinner/Downloads/takeout-E407/euphonia_3fe84529b5529f8895a095384a9512b6.wav,3.065,"(3.0, 10]",Not quite yet.,14.0,3.0,1566451182961.0,macbook_pro,05e0dface339806a69a50af3ae0c17312b5d07a8393c6770595a7e573a37ff5d,5ada14d03a68c0e3865e0de7244ec56980c12a87a42f0407999b5419fc232b88,70755fd5e00b777b511f085ad5fdba9bf041a25c2db0dd222341e53e10aa826b,train,False
v1,euphonia_3ffd741dc14a92bd2655cd4b5c8fc5c7.wav,euphonia,724.0,/Users/skinner/Downloads/takeout-E407/euphonia_3ffd741dc14a92bd2655cd4b5c8fc5c7.wav,3.529,"(3.0, 10]",You know what I think?,22.0,5.0,1566168159434.0,macbook_pro,b2a7d66e19e26186990d9484ff6a0c3622a85091e2278d1189246c6c69cbb0b7,4743155d6f6783e05509c8499c67cbe421591ac0092904f74aee53799a55d6e5,bbb550cbf11751e95670bab9636b03212f26799aabd3e048bc72077f5c1c4a73,train,False
v1,euphonia_400123b7d310546b8ac13576a55d2dbe.wav,euphonia,1727.0,/Users/skinner/Downloads/takeout-E407/euphonia_400123b7d310546b8ac13576a55d2dbe.wav,12.074,"(10.0, 30]",If you can pick out at the beginning who's going to be the one who wins.,72.0,16.0,1575058725201.0,macbook_pro,f34362759208c7ec21b81c2ceccdda7f1d522ae8d723c31f2fbe69fd1530cbc3,aa7f164aa80fc56f911005e2d4eecee89a0147c9390f2393b6ab51d050e3c776,b687cd3fa2ceb18d7b6cdc8c7224b3a5e69c7098ce43650665023fae37ad834f,train,False
v1,euphonia_4001804e25f7869e44cf5def9d8434b0.wav,euphonia,624.0,/Users/skinner/Downloads/takeout-E407/euphonia_4001804e25f7869e44cf5def9d8434b0.wav,4.272,"(3.0, 10]",It's slightly obvious.,22.0,3.0,1566087808865.0,macbook_pro,ce7349d825278d344f26e1754c6e49cc28a85d4f282890660411d0c34e4f2dc1,acc2bd3bc0f2f3bfd517847fccbb44262a0eb03b07c4a5fabfd4dbec74fa5f00,06bfe78721e3b043e79ecf8b3f1717fba8e3ec2158319c557864704a3985add8,train,False
v1,euphonia_403af64e1b9ba1bbeadd9985f2ee9e79.wav,euphonia,2172.0,/Users/skinner/Downloads/takeout-E407/euphonia_403af64e1b9ba1bbeadd9985f2ee9e79.wav,2.229,"(1.0, 3]",90,2.0,1.0,1572377392164.0,macbook_pro,8cbdac95dfc19e56006193d35959959bfdec732004239717faecfd41d80e0c8a,69f59c273b6e669ac32a6dd5e1b2cb63333d8b004f9696447aee2d422ce63763,1728bd54ea705b8f79a5e9ae838f3f580a5d5a4540e88f14d78a4bddbc82caba,train,False
v1,euphonia_403d173d8895545c8ea14e8397ac7c7e.wav,euphonia,181.0,/Users/skinner/Downloads/takeout-E407/euphonia_403d173d8895545c8ea14e8397ac7c7e.wav,3.251,"(3.0, 10]",play my music,13.0,3.0,1565635710662.0,macbook_pro,efc360effcd4a307c6551802336467c6017fa976f81e6ea3194aecc8063698f7,862874d36e0c91f07ed35e88b5865cf17f85b6d45d58fdce994432ac372671e7,0f89ae5844a2d785dd4b187438e2d0fbfdf43d5a81eb3d079f9f343a2a66af6d,train,False
v1,euphonia_4044dd57f8a983a673824faf611ae6ff.wav,euphonia,428.0,/Users/skinner/Downloads/takeout-E407/euphonia_4044dd57f8a983a673824faf611ae6ff.wav,3.251,"(3.0, 10]",What's the weather like?,24.0,4.0,1565898466019.0,macbook_pro,2cf10c34752590ea32a6de7e6f2a3502dab98eb7454f44639c605c7ab101ea11,07626e9345f1c3f9ca3594ee3d0f3207f5beea141debc6615d01b8e81538bc8b,95e5455b039c29ac6e28514a8835e3090b5b69b4cb9ce8450311fd359c7d24d1,train,False
v1,euphonia_404ca9b5d8e77c1aaf4a034f7c77c56f.wav,euphonia,379.0,/Users/skinner/Downloads/takeout-E407/euphonia_404ca9b5d8e77c1aaf4a034f7c77c56f.wav,5.201,"(3.0, 10]",How are things going for you?,29.0,6.0,1565898084652.0,macbook_pro,650169c8bbaddc48d85d04f90f844d3fed110485f7ce998fa9d1caa12d7f51d9,e6e685e3710c6e5ea0d39c5e748a223f5d38b2579d41ae6233f6404d11955be2,06d45acf2a7c843f2484ab36845e6117edb4d0968b20e2f0ac1062cfeaabe325,train,False
v1,euphonia_40746889786af05b2be5381318c11e2d.wav,euphonia,689.0,/Users/skinner/Downloads/takeout-E407/euphonia_40746889786af05b2be5381318c11e2d.wav,2.043,"(1.0, 3]",Thank you.,10.0,2.0,1566167862475.0,macbook_pro,a38460b5718e6eb551d6b16827ed729ef25681a152b3f0a19a47717e71c08f7b,8569efc4ed5a6273140c2b6ec0ab8d99f4398210808fbb7c0cbbae4fbcc21350,20b18788f20ee6b9a3f9bd70dfabb8be44ec0ca7cce6aabe10c4459dcb8cff0b,train,False
v1,euphonia_40a1ec0c13e051842cdbcf42935c3fd9.wav,euphonia,1367.0,/Users/skinner/Downloads/takeout-E407/euphonia_40a1ec0c13e051842cdbcf42935c3fd9.wav,2.229,"(1.0, 3]",play news,9.0,2.0,1566678323289.0,macbook_pro,257dc47633b27eec5814aead92250028edaafa7daed3c5e74dbd9727cfe6cb08,ab26f709683a25dc07f0f365127063327cd3f2953a5899e284f19ad214d13335,1fa78652481ae05d699dbfeaa01332be617ff97f6abb53b877dc676008f8a1ed,train,False
v1,euphonia_40b3c4ec07248f3193c3dc18d3ace66a.wav,euphonia,2068.0,/Users/skinner/Downloads/takeout-E407/euphonia_40b3c4ec07248f3193c3dc18d3ace66a.wav,2.415,"(1.0, 3]",swipe down,10.0,2.0,1572293957746.0,macbook_pro,0eede930d3f539dce5d79419dd9ba89c401f539d916339e7c2662fc743c91df9,8fafa6796c4c4899b486be134a2f3510674aedfd3dd8f3b9c4131bb670a56672,a23f0e51ebae96050d986d26b7723b59352500a1fc6427e44e1248b2c8ff5128,train,False
v1,euphonia_40e26d53a903cbe76e690274b80daaaa.wav,euphonia,2838.0,/Users/skinner/Downloads/takeout-E407/euphonia_40e26d53a903cbe76e690274b80daaaa.wav,3.715,"(3.0, 10]",For the food business.,22.0,4.0,1572989775104.0,macbook_pro,c5135ad3b4cc49728254bb173afce4ffaf46e6be3e2312255849f15d6394f051,05a0e7bd5f4c1268f1986800a25d685950b6585eaf651cdb82d50d4a76a04192,959c41c6e51f63957e4d5177c5be89f3b0524ca2042c17324050820386ee15ce,train,False
v1,euphonia_40ef643cdeb0bbe97b4a65b29330c507.wav,euphonia,46.0,/Users/skinner/Downloads/takeout-E407/euphonia_40ef643cdeb0bbe97b4a65b29330c507.wav,3.251,"(3.0, 10]",call wife,9.0,2.0,1565563564241.0,macbook_pro,c9fcd9b3093ea5ac3949e82d0d51faac9b51fa32ec9fe42db73049576dd4f054,1d7715e7c67e4566c1f018b6728733627efd9887fae7fea514336ab33420e85c,bdc5973b7a691f246da74e4e811b974646b8c632e5ab878bc3279b170e4cbcec,train,False
v1,euphonia_4108a7af593cfa03fd5beb3b7a18e4c0.wav,euphonia,829.0,/Users/skinner/Downloads/takeout-E407/euphonia_4108a7af593cfa03fd5beb3b7a18e4c0.wav,2.322,"(1.0, 3]",stop alarm,10.0,2.0,1566274532778.0,macbook_pro,1d20a21693ba1647aa27bcbb8bd90eb07d642ccbaee2674c03bfd340eab780dd,beaa938f24c79a09622be0133995970e8bfa4a8c99446ace83cf749189d6369f,a7b4fb4727a04a850f1def94f19c2dd098eef502ae08481e1e07793a8924e32d,train,False
v1,euphonia_411952e5b96401abd007013f8ecac1b3.wav,euphonia,0.0,/Users/skinner/Downloads/takeout-E407/euphonia_411952e5b96401abd007013f8ecac1b3.wav,3.529,"(3.0, 10]",It's over there,15.0,3.0,1565562984962.0,macbook_pro,613387045e5c41c7928c45b92ffbde2de74ee3cdd1036687228d825a3490055c,9b6dffbbbff73c48f3fef36aeb28677d55a894bd3262955f4952204ff97061a2,213f37ee4154073e2686eccdb64bb77aa4f37d5c7c1ed367db1ec00b3337b470,train,False
v1,euphonia_4121874c1a2c99d7f638ea2c7a636581.wav,euphonia,1850.0,/Users/skinner/Downloads/takeout-E407/euphonia_4121874c1a2c99d7f638ea2c7a636581.wav,9.567,"(3.0, 10]",That really changed like the whole atmosphere of the island.,60.0,10.0,1575060720212.0,macbook_pro,9364d3685ade1d54bdf24ca29c137c145aca51e4de04aa8cb7e5ec88a3b1cdb5,2bde1726ac6c79fbc9243205c6f5519367c3ec64ec6443fe48b2522d38f803e5,1198550e722236cf5869811cb1e6b7931a8f792b35634fecbf032010ced2a4f0,train,False
v1,euphonia_4122ebfa47605744800ad7e115fe6094.wav,euphonia,1545.0,/Users/skinner/Downloads/takeout-E407/euphonia_4122ebfa47605744800ad7e115fe6094.wav,6.873,"(3.0, 10]",turn down thermostat to 68 degrees,34.0,6.0,1566772463617.0,macbook_pro,051daadaf9b311bda0d0c0304c7ed9be49e9551b10411c87f364e038047d7cde,361836e52d399363095b61d3d910c367d30c9e417d9d8884a14ac3ace91954ed,2dec998b4bab8c966c533d1e64ab67736c2cff09210a7e90e1a63a6bed696f58,train,False
v1,euphonia_412da5bca360d94347672f9945e99f82.wav,euphonia,2231.0,/Users/skinner/Downloads/takeout-E407/euphonia_412da5bca360d94347672f9945e99f82.wav,1.672,"(1.0, 3]",18,2.0,1.0,1572377800010.0,macbook_pro,41767c7d8942701ee0c3b63b7982ae94a98318e7e44b31f20569ad492bc3a158,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a,2f9931b14854ebeec09e414a0e55979f6adef38ef4be08bd45c9086caefdecbb,train,False
v1,euphonia_4152bb30a17301b8f40144a88b407817.wav,euphonia,554.0,/Users/skinner/Downloads/takeout-E407/euphonia_4152bb30a17301b8f40144a88b407817.wav,1.95,"(1.0, 3]",No longer.,10.0,2.0,1566012393908.0,macbook_pro,3a475d2d9515a50128a2126fd20afcab622de013f9d3bfb831d3e4ab1a03e816,582c079e886f35dfc294bd098b403b18892f49c0b4245c5604409ba8c963fdba,5944d708e0c1f2250dd809a1105abe625a5d13f5508e08cfcb403db87f4ef538,train,False
v1,euphonia_416ff526ba401f330721d6e22639fc4e.wav,euphonia,107.0,/Users/skinner/Downloads/takeout-E407/euphonia_416ff526ba401f330721d6e22639fc4e.wav,2.972,"(1.0, 3]",Will you call them?,19.0,4.0,1565634973639.0,macbook_pro,cef063fb55f1a88fab3b4823b749b13d963c5fdb7496bfa08f47cadcddd9cb85,686c3e2e254c9392a37ec9d48535e09abfe72d3a14b71e9b3e43dcaf1dd37b0f,08582da53ebc501af7b92848b4feafe254b9587511d41392c54745ea78f7a42b,train,False
v1,euphonia_419fc848e6741bd355fe8560d0105838.wav,euphonia,2705.0,/Users/skinner/Downloads/takeout-E407/euphonia_419fc848e6741bd355fe8560d0105838.wav,4.551,"(3.0, 10]",I have a quiz that can help.,28.0,7.0,1572900826336.0,macbook_pro,24b6a4240c55963ed126ac4f9fcf6853746c199f6758086010e067247e24928b,8a6d85c23bf4bce51ae2c140ea803dca53a287f8a80ae49cf5a5a49c71b44f71,31342a365da0c706cca305e2bb10276f7a5588bee84a216042ae923b7b734376,train,False
v1,euphonia_41c11d26e884990bcf9cf3ecdd26dd57.wav,euphonia,2777.0,/Users/skinner/Downloads/takeout-E407/euphonia_41c11d26e884990bcf9cf3ecdd26dd57.wav,9.845,"(3.0, 10]",Thermocouples consist of wires that stay taut at the tip.,57.0,10.0,1572901739038.0,macbook_pro,1fd18012f96f3d529f4c8348474bdb26b56aaba9415acdf94e8a207ac96dc794,886be1b9cf44862355e49903e1e79384a1a2d7f42123cd962d7f2db85d6b9fb4,93bee58fe394cbde3d198929a768bc36ed643fe6255dbde537503c0a33892e5c,train,False
v1,euphonia_41ccc61059eae1e80eb56360dc6f6f34.wav,euphonia,849.0,/Users/skinner/Downloads/takeout-E407/euphonia_41ccc61059eae1e80eb56360dc6f6f34.wav,1.486,"(1.0, 3]",p.m.,4.0,2.0,1566274690470.0,macbook_pro,7bab9e8e08ae6307e78ddd97cf6b8abcf69a82c13012642e48332cbaa47b960c,36e11c186286bdb79b775600e996cb62ffefb8c4762064184066c3216f8359ca,567ef1c4cf8cf3f45279d46b1db4c05c1e9c00c5301b9fb27ce4edda3fb53baa,train,False
v1,euphonia_41d6840acbf1898d91d948286a6985f5.wav,euphonia,410.0,/Users/skinner/Downloads/takeout-E407/euphonia_41d6840acbf1898d91d948286a6985f5.wav,1.765,"(1.0, 3]",It takes time.,14.0,3.0,1565898328713.0,macbook_pro,08325bd1be465005083043c356c824b844b44ec5694eb4e72d24a42feefc127d,3b4405fad70cb814d009d837c2189fed0f1d5cfb39cace3a878ac51f27ede4b4,7d3d7fb5a61dd79c21643251a7df04341fa6a3a959ba096e1142cb8b575c37c1,train,False
v1,euphonia_41f471caffab40e7239342a1d5caaff9.wav,euphonia,2827.0,/Users/skinner/Downloads/takeout-E407/euphonia_41f471caffab40e7239342a1d5caaff9.wav,4.18,"(3.0, 10]",One week to graduation.,23.0,4.0,1572989650098.0,macbook_pro,923bb54f22f670c6fa8d56536926ae1fe7b58c88ac3f67ce7e1d3bb0f7d1b7f2,37d44ede85322a2a9788dded5868ba51edb0e39626d6056d02a092f7ecdb1c1a,5c696a68dee018c63cf3aa88c62ca374e631d4fec63e5d593eb1944377167da1,train,False
v1,euphonia_42038a26aaa96dff4e51fff408172bac.wav,euphonia,719.0,/Users/skinner/Downloads/takeout-E407/euphonia_42038a26aaa96dff4e51fff408172bac.wav,3.808,"(3.0, 10]",What do you want to do?,23.0,6.0,1566168120489.0,macbook_pro,b1b74dd56f2a68d4a2cb5218d4b14d1f08dd3265f36aa620006abe0afa46b0f4,68f2a0c9acf0e43b04827bf64fe54efbb052d4fac980a95f9955571a5b3c0f57,70ee95e01fd10d8d8cad81064d988fc1bbe3a72916d45179cbca4983046c035b,train,False
v1,euphonia_420d2d6d07d4488d28b66920ac97432e.wav,euphonia,1888.0,/Users/skinner/Downloads/takeout-E407/euphonia_420d2d6d07d4488d28b66920ac97432e.wav,3.808,"(3.0, 10]",You get 'em a new one.,22.0,6.0,1575061168943.0,macbook_pro,8475c078159e483acc6bdc3ec3365fb5f001cbc1024ac6a507125eb5e3a5df0b,1562eb3baccf82f44741985090a4a9995aeb6654e7234b549655f5b91561fb55,c6935289457766203d33f508a7b6c51abc9e4c9d4e4b7009663dffb1a0c344fd,train,False
v1,euphonia_421831a02364b153e183e4a573b9205e.wav,euphonia,1728.0,/Users/skinner/Downloads/takeout-E407/euphonia_421831a02364b153e183e4a573b9205e.wav,4.83,"(3.0, 10]",It's nice to go visit.,22.0,5.0,1575058710381.0,macbook_pro,8a0ff25b27a6043036004413475e16af6f36b0963c144d9689267a12e7ce1bc4,9b52768800a108f71408301dbe2816ddad0d9f5787b2a19cf571a293e2e11ad6,750abfe09b7de2ffcf8833ea1771356a20651b8db71d937194e71d304adec01e,train,False
v1,euphonia_422f56b357fa7f3fe8e4602aedf50225.wav,euphonia,1603.0,/Users/skinner/Downloads/takeout-E407/euphonia_422f56b357fa7f3fe8e4602aedf50225.wav,2.879,"(1.0, 3]",How is the weather?,19.0,4.0,1566772866645.0,macbook_pro,04d5c151587ffd45e21ed0dd00d1fd863ab23e0e6b1f92800cfe3e286139c80d,8d710fca3240017c208add136eb460a65a610ba45000fc07d55b0293bca5a15d,27127c82204a1e7c8a17b3d4d667f72598fbcd666fa77a67c42a0edd0edacb49,train,False
v1,euphonia_42468f74d09ecfc171194846977b04ed.wav,euphonia,1671.0,/Users/skinner/Downloads/takeout-E407/euphonia_42468f74d09ecfc171194846977b04ed.wav,2.508,"(1.0, 3]",Tell me how much.,17.0,4.0,1566773281097.0,macbook_pro,d1b4e04b1aaa8e67fd3799db6567ea70fc1160b498c0522ded90051009d6879a,e8f0384a8491cd0eaac7e4ef48caa8f9fd6c576fcbf87bb58282fc7abcc64925,bc3588d47cdebb3f67fa918eef4da8dfbd9a4a7e46197c21fb2dcc6246b90146,train,False
v1,euphonia_427240ec577d3c0c00add5b6fe10d9fd.wav,euphonia,2680.0,/Users/skinner/Downloads/takeout-E407/euphonia_427240ec577d3c0c00add5b6fe10d9fd.wav,3.994,"(3.0, 10]",My point exactly.,17.0,3.0,1572635553822.0,macbook_pro,32d71071dd8517b07306872c9c75f6ffdf8f58320f61fbe516e4853b3dbdd083,cf8658a87f716d9b30002023cc8a902bd54812c5492d9f942fe23455e0d605fb,356b29d1ec4e864cfb81c22c64ae034b7dc6ac8c4d4686a0b9c8dc1298f7eef0,train,False
v1,euphonia_42aaef12801edefa9d655b936a080c6b.wav,euphonia,1252.0,/Users/skinner/Downloads/takeout-E407/euphonia_42aaef12801edefa9d655b936a080c6b.wav,3.251,"(3.0, 10]",lower bedroom lights,20.0,3.0,1566608181822.0,macbook_pro,8d62afdaa5a31214a03d89d159ec6223b2ce814017a5a3f091a703925b81ae69,e5379ab72a138734e6eb238ad6d43ea7846321b19c2320c375e2ee8b04a22c65,a323243ac8c48f293030323507ded6eecd799c31de8ed8bb36ede42a03ebc31f,train,False
v1,euphonia_42b8f2fd99bf31168352b751061976a5.wav,euphonia,2561.0,/Users/skinner/Downloads/takeout-E407/euphonia_42b8f2fd99bf31168352b751061976a5.wav,3.344,"(3.0, 10]",Was that then.,14.0,3.0,1572548578240.0,macbook_pro,550c459d2a833ad57defb294db3244ea223e165f346e17621fa36f4619d00a92,69c2e6dab25e400a8ac9425e4065b8b87e4fcb38cc6f4b81d53e214439c4855a,816bbe70586b0427695fa4d8ddf4e5035c4b9247da6baaa310ee6fbd882b6431,train,False
v1,euphonia_42be215fc5e0538b401dead36adc5ce4.wav,euphonia,3377.0,/Users/skinner/Downloads/takeout-E407/euphonia_42be215fc5e0538b401dead36adc5ce4.wav,7.616,"(3.0, 10]",The English knights have returned victorious.,45.0,6.0,1573762536987.0,macbook_pro,164c1fe8c00266792448ea1e80e809708e4ce65956dd785add3e8542788d3200,dfdebb88abe68b315b8b48f8485c509cbf0369d247bafe1e89a1ec27cef64c05,29d718a4108a0a4c52e47b36de820ed480e6ac569a64ae0092f42251dc2276da,train,False
